Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
7/13/2019,2019,Stamford,,441000,?,Detached House,3,3,963,1.422308,North
7/13/2019,2019,West Hartford,,190000,Single Family,Detached House,3,3,1041,1.422308,East
7/14/2019,2019,West Hartford,172900,230000,Single Family,Detached House,3,1,1049,1.422308,North
7/14/2019,2019,Waterbury,114340,125000,Three Family,Triplex,6,6,2193,1.422308,East
7/14/2019,2019,West Hartford,121030,184900,Single Family,Detached House,3,2,,1.422308,North
7/14/2019,2019,,706090,900000,Single Family,Detached House,3,3,942,1.422308,East
7/15/2019,2019,Waterbury,62250,42387,Single Family,Detached House,3,1,1046,1.422308,South
7/18/2019,2019,West Hartford,154770,237500,Single Family,Detached House,3,1,951,1.422308,South
7/18/2019,2019,,260890,325000,Single Family,Detached House,3,1,982,1.422308,North
7/18/2019,2019,West Hartford,177380,302500,Single Family,Detached House,3,2,971,1.422308,South
7/18/2019,2019,Norwalk,506430,799000,?,Detached House,3,2,1005,1.422308,South
7/21/2019,2019,West Hartford,56700,104000,Single Family,Detached House,3,2,908,1.422308,North
7/21/2019,2019,,69120,55000,Single Family,Detached House,3,1,917,1.422308,East
7/22/2019,2019,Norwalk,203150,357000,Single Family,Detached House,3,2,999,1.422308,North
7/22/2019,2019,Waterbury,69540,47324,?,Detached House,3,3,1038,1.422308,West
7/22/2019,2019,Stamford,,420000,Single Family,Detached House,3,3,1041,1.422308,South
7/25/2019,2019,West Hartford,218190,345000,Single Family,Detached House,3,3,,1.422308,East
7/25/2019,2019,Stamford,389940,645000,Single Family,Detached House,3,3,1022,1.422308,South
7/25/2019,2019,Waterbury,81620,80000,Single Family,Detached House,3,3,919,1.422308,West
7/25/2019,2019,Stamford,206440,380000,Single Family,Detached House,3,1,948,1.422308,South
7/25/2019,2019,Waterbury,116430,169000,Single Family,Detached House,3,3,944,1.422308,South
7/25/2019,2019,Norwalk,225640,232875,?,Detached House,3,2,,1.422308,West
7/26/2019,2019,West Hartford,148050,238000,?,Detached House,3,2,979,1.422308,West
7/26/2019,2019,Waterbury,92380,90000,Single Family,Detached House,3,3,,1.422308,East
7/26/2019,2019,West Hartford,188020,330000,Single Family,Detached House,3,3,923,1.422308,West
7/27/2019,2019,Stamford,532770,700000,Single Family,Detached House,3,2,913,1.422308,South
7/28/2019,2019,West Hartford,127960,160500,Single Family,Detached House,3,2,920,1.422308,South
7/29/2019,2019,Waterbury,65860,56175,Two Family,Duplex,4,3,1344,1.422308,West
7/29/2019,2019,Norwalk,463060,645000,Single Family,Detached House,3,1,,1.422308,North
7/29/2019,2019,Waterbury,80400,106000,Single Family,Detached House,3,2,911,1.422308,North
7/29/2019,2019,Waterbury,,20000,?,Duplex,4,2,1498,1.422308,South
8/1/2019,2019,Stamford,269350,428500,Single Family,Detached House,3,1,1015,1.422308,East
8/1/2019,2019,West Hartford,165550,268000,Single Family,Detached House,3,1,1081,1.422308,North
8/1/2019,2019,Waterbury,99430,123000,?,Detached House,3,3,900,1.422308,North
8/1/2019,2019,Waterbury,154200,235000,Three Family,Triplex,6,4,1957,1.422308,West
8/1/2019,2019,,162820,242500,Single Family,Detached House,3,1,1028,1.422308,West
8/2/2019,2019,Waterbury,113340,165800,Single Family,Detached House,3,3,1090,1.422308,East
8/2/2019,2019,,60470,46450,Single Family,Detached House,3,1,931,1.422308,South
8/3/2019,2019,Stamford,302360,538350,Single Family,Detached House,3,3,916,1.422308,South
8/3/2019,2019,West Hartford,310030,500000,Single Family,Detached House,3,1,971,1.422308,South
8/3/2019,2019,,114990,130000,Single Family,Detached House,3,1,1009,1.422308,North
8/3/2019,2019,Stamford,363260,780000,Single Family,Detached House,3,1,1009,1.422308,East
8/3/2019,2019,West Hartford,236250,329000,Single Family,Detached House,3,3,920,1.422308,North
8/3/2019,2019,West Hartford,391160,625000,Single Family,Detached House,3,2,1055,1.422308,South
8/4/2019,2019,Stamford,614250,1065000,Single Family,Detached House,3,3,1096,1.422308,East
8/4/2019,2019,Norwalk,156840,255000,Two Family,Duplex,4,3,1239,1.422308,East
8/4/2019,2019,West Hartford,165130,244000,?,Detached House,3,3,1010,1.422308,North
8/5/2019,2019,Waterbury,25970,35000,Three Family,Triplex,6,6,1830,1.422308,South
8/5/2019,2019,Waterbury,92450,95000,Single Family,Detached House,3,3,921,1.422308,East
8/5/2019,2019,West Hartford,262500,532500,?,Detached House,3,3,1030,1.422308,West
8/8/2019,2019,Stamford,310610,456000,Single Family,Detached House,3,1,1092,1.422308,South
8/9/2019,2019,Stamford,1547280,2100000,Single Family,Detached House,3,3,1024,1.422308,East
8/10/2019,2019,Norwalk,350960,855000,Single Family,Detached House,3,3,904,1.422308,North
8/10/2019,2019,Waterbury,77160,91000,Single Family,Detached House,3,1,998,1.422308,East
8/11/2019,2019,Stamford,489030,612000,?,Detached House,3,1,996,1.422308,East
8/15/2019,2019,West Hartford,172900,287500,?,Detached House,3,3,1078,1.422308,West
8/15/2019,2019,Waterbury,100480,66150,Single Family,Detached House,3,2,904,1.422308,East
8/15/2019,2019,,376310,420000,Single Family,Detached House,3,1,915,1.422308,South
8/15/2019,2019,Waterbury,86760,65000,Single Family,Detached House,3,3,1070,1.422308,West
8/15/2019,2019,Norwalk,490170,580000,?,Detached House,3,1,1098,1.422308,West
8/16/2019,2019,Waterbury,94430,160000,Four Family,Fourplex,8,8,2472,1.422308,East
8/16/2019,2019,Waterbury,81030,93000,Single Family,Detached House,3,3,948,1.422308,West
8/16/2019,2019,Stamford,,720000,Single Family,Detached House,3,2,986,1.422308,West
8/17/2019,2019,Waterbury,74490,31500,Single Family,Detached House,3,2,1024,1.422308,South
8/17/2019,2019,Stamford,434620,665000,Single Family,Detached House,3,2,,1.422308,West
8/17/2019,2019,West Hartford,179480,290000,Single Family,Detached House,3,3,1017,1.422308,West
8/17/2019,2019,Waterbury,76270,112000,Single Family,Detached House,3,2,1053,1.422308,North
8/18/2019,2019,Waterbury,75760,55000,Single Family,Detached House,3,2,1096,1.422308,South
8/18/2019,2019,Stamford,635360,1375000,Single Family,Detached House,3,3,1015,1.422308,South
8/18/2019,2019,Norwalk,708250,1260000,Single Family,Detached House,3,1,1026,1.422308,North
8/19/2019,2019,Waterbury,143390,167500,?,Detached House,3,3,1048,1.422308,North
8/22/2019,2019,West Hartford,236040,385000,Single Family,Detached House,3,1,,1.422308,North
8/22/2019,2019,Stamford,137290,350000,?,Detached House,3,3,1030,1.422308,North
8/22/2019,2019,West Hartford,213430,317000,Single Family,Detached House,3,3,921,1.422308,East
8/22/2019,2019,,397390,499900,Single Family,Detached House,3,2,976,1.422308,East
8/22/2019,2019,West Hartford,,299900,Two Family,Duplex,4,2,1301,1.422308,West
8/23/2019,2019,West Hartford,159740,282000,Single Family,Detached House,3,3,973,1.422308,North
8/23/2019,2019,Waterbury,70570,85000,Single Family,Detached House,3,3,951,1.422308,East
8/23/2019,2019,Stamford,,505000,Single Family,Detached House,3,3,914,1.422308,South
8/23/2019,2019,Waterbury,98950,160000,?,Detached House,3,3,937,1.422308,South
8/23/2019,2019,West Hartford,168490,275000,?,Detached House,3,1,905,1.422308,East
8/23/2019,2019,West Hartford,196280,280000,?,Detached House,3,1,1062,1.422308,North
8/23/2019,2019,West Hartford,222880,315000,Single Family,Detached House,3,3,1046,1.422308,West
8/24/2019,2019,West Hartford,,290000,Single Family,Detached House,3,2,995,1.422308,East
8/24/2019,2019,Stamford,242040,455000,Single Family,Detached House,3,1,1008,1.422308,East
8/25/2019,2019,Waterbury,64140,50500,Single Family,Detached House,3,1,1096,1.422308,North
8/26/2019,2019,Waterbury,62720,45000,Three Family,Triplex,6,5,2027,1.422308,East
8/29/2019,2019,West Hartford,224420,335000,Single Family,Detached House,3,1,1036,1.422308,East
8/29/2019,2019,Stamford,405110,749000,?,Detached House,3,1,972,1.422308,North
8/29/2019,2019,West Hartford,140210,160000,?,Detached House,3,2,953,1.422308,South
8/30/2019,2019,Stamford,232750,380000,Single Family,Detached House,3,1,1067,1.422308,East
8/30/2019,2019,West Hartford,146230,232500,Single Family,Detached House,3,1,,1.422308,North
8/30/2019,2019,Stamford,370810,435000,Single Family,Detached House,3,3,997,1.422308,South
8/30/2019,2019,Stamford,,721000,Single Family,Detached House,3,3,1088,1.422308,South
8/31/2019,2019,Waterbury,71400,81600,Single Family,Detached House,3,3,923,1.422308,West
8/31/2019,2019,Waterbury,76030,120000,Single Family,Detached House,3,3,1060,1.422308,East
8/31/2019,2019,Waterbury,,121000,Single Family,Detached House,3,3,997,1.422308,West
8/31/2019,2019,Stamford,286810,320000,Single Family,Detached House,3,2,994,1.422308,West
9/1/2019,2019,Waterbury,110510,50350,Single Family,Detached House,3,3,938,1.422308,South
9/2/2019,2019,West Hartford,502250,686000,Single Family,Detached House,3,1,954,1.422308,South
9/2/2019,2019,Stamford,226450,480000,Two Family,Duplex,4,2,1234,1.422308,South
9/6/2019,2019,Stamford,191860,316000,Single Family,Detached House,3,3,1077,1.422308,North
9/6/2019,2019,Stamford,259640,430000,?,Detached House,3,1,1008,1.422308,West
9/8/2019,2019,Waterbury,,54000,Single Family,Detached House,3,1,,1.422308,North
9/9/2019,2019,Waterbury,59800,132500,Single Family,Detached House,3,2,,1.422308,South
9/9/2019,2019,Stamford,270050,452000,Single Family,Detached House,3,3,967,1.422308,East
9/12/2019,2019,West Hartford,202330,445000,Single Family,Detached House,3,2,921,1.422308,South
9/12/2019,2019,West Hartford,115920,128500,Single Family,Detached House,3,3,,1.422308,North
9/12/2019,2019,Waterbury,75090,62500,Three Family,Triplex,6,5,1990,1.422308,North
9/16/2019,2019,Waterbury,,125000,Single Family,Detached House,3,1,919,1.422308,East
9/19/2019,2019,,95610,134900,Single Family,Detached House,3,2,1033,1.422308,South
9/19/2019,2019,Stamford,384820,555000,Single Family,Detached House,3,3,949,1.422308,South
9/19/2019,2019,Stamford,844470,1260000,Single Family,Detached House,3,3,,1.422308,South
9/19/2019,2019,,,372000,Single Family,Detached House,3,1,969,1.422308,East
9/20/2019,2019,West Hartford,,207000,Single Family,Detached House,3,3,951,1.422308,South
9/21/2019,2019,Waterbury,37670,30000,Single Family,Detached House,3,2,1064,1.422308,West
9/23/2019,2019,Waterbury,95520,236000,Two Family,Duplex,4,4,1215,1.422308,West
9/26/2019,2019,Waterbury,66560,93000,Single Family,Detached House,3,1,980,1.422308,North
9/26/2019,2019,Waterbury,105840,120000,Single Family,Detached House,3,1,1032,1.422308,South
9/26/2019,2019,West Hartford,,105000,Single Family,Detached House,3,3,914,1.422308,East
9/26/2019,2019,West Hartford,244860,325000,?,Detached House,3,2,953,1.422308,West
9/26/2019,2019,West Hartford,522130,825000,?,Detached House,3,2,1047,1.422308,North
9/26/2019,2019,Stamford,272530,470000,Single Family,Detached House,3,3,949,1.422308,North
9/27/2019,2019,,107040,21000,Three Family,Triplex,6,5,1839,1.422308,West
9/28/2019,2019,Waterbury,72410,90000,Single Family,Detached House,3,2,,1.422308,East
9/28/2019,2019,Waterbury,53800,46000,Single Family,Detached House,3,1,908,1.422308,North
9/29/2019,2019,Waterbury,103160,169000,Single Family,Detached House,3,1,1049,1.422308,South
9/30/2019,2019,West Hartford,144830,189900,Single Family,Detached House,3,1,960,1.422308,East
9/30/2019,2019,Stamford,313020,595000,Single Family,Detached House,3,1,1097,1.422308,West
10/3/2019,2019,Stamford,746710,1085000,Single Family,Detached House,3,1,1079,1.422308,East
10/3/2019,2019,Waterbury,122220,133000,Two Family,Duplex,4,2,1441,1.422308,North
10/3/2019,2019,Bridgeport,55820,78000,Single Family,Detached House,3,3,,1.422308,North
10/3/2019,2019,,224600,375000,Single Family,Detached House,3,1,1089,1.422308,North
10/3/2019,2019,Fairfield,,405000,?,Detached House,3,3,911,1.422308,East
10/3/2019,2019,Stamford,289700,470000,?,Detached House,3,3,916,1.422308,South
10/3/2019,2019,,,200000,Single Family,Detached House,3,1,1011,1.422308,West
10/3/2019,2019,Bridgeport,206720,328000,?,Duplex,4,4,1326,1.422308,East
10/4/2019,2019,Greenwich,986020,1715000,Single Family,Detached House,3,1,924,1.422308,West
10/4/2019,2019,Norwalk,277030,375000,Single Family,Detached House,3,1,1089,1.422308,South
10/4/2019,2019,Bridgeport,98000,30000,Single Family,Detached House,3,3,,1.422308,East
10/5/2019,2019,Norwalk,997440,1630000,Single Family,Detached House,3,3,951,1.422308,East
10/5/2019,2019,Stamford,232330,395000,Single Family,Detached House,3,1,919,1.422308,North
10/5/2019,2019,Stamford,539390,825000,Single Family,Detached House,3,1,949,1.422308,West
10/6/2019,2019,,203220,300000,Single Family,Detached House,3,3,928,1.422308,South
10/7/2019,2019,Waterbury,,173500,Single Family,Detached House,3,2,924,1.422308,South
10/7/2019,2019,,478310,693500,Single Family,Detached House,3,1,1080,1.422308,North
10/7/2019,2019,Greenwich,2054430,2700000,?,Detached House,3,2,900,1.422308,East
10/7/2019,2019,,2841300,3200000,?,Detached House,3,1,1022,1.422308,East
10/7/2019,2019,Bridgeport,117410,183000,Single Family,Detached House,3,1,,1.422308,East
10/7/2019,2019,Fairfield,565180,900000,Single Family,Detached House,3,3,904,1.422308,West
10/11/2019,2019,Stamford,401740,475000,?,Detached House,3,3,925,1.422308,South
10/11/2019,2019,Stamford,852280,1085000,Single Family,Detached House,3,1,930,1.422308,West
10/11/2019,2019,,392250,592000,Single Family,Detached House,3,1,922,1.422308,West
10/12/2019,2019,Stamford,317150,558125,Single Family,Detached House,3,1,926,1.422308,South
10/12/2019,2019,Waterbury,87710,137500,Two Family,Duplex,4,4,1298,1.422308,North
10/12/2019,2019,Norwalk,161340,210000,Two Family,Duplex,4,2,,1.422308,East
10/12/2019,2019,Norwalk,688160,789000,Single Family,Detached House,3,1,968,1.422308,North
10/12/2019,2019,Waterbury,158560,200000,Single Family,Detached House,3,2,1003,1.422308,North
10/12/2019,2019,Stamford,265840,450000,Two Family,Duplex,4,3,1478,1.422308,West
10/12/2019,2019,Norwalk,934800,1838520,Single Family,Detached House,3,2,923,1.422308,East
10/13/2019,2019,Norwalk,264360,285000,Single Family,Detached House,3,1,917,1.422308,West
10/14/2019,2019,Greenwich,2948050,4350000,Single Family,Detached House,3,2,939,1.422308,South
10/14/2019,2019,Greenwich,432950,575000,Two Family,Duplex,4,4,1346,1.422308,North
10/14/2019,2019,Waterbury,32800,6500,Three Family,Triplex,6,6,2130,1.422308,South
10/14/2019,2019,Norwalk,162250,165000,Single Family,Detached House,3,2,909,1.422308,North
10/16/2019,2019,Fairfield,268520,266000,Single Family,Detached House,3,1,975,1.422308,North
10/17/2019,2019,Bridgeport,97440,44000,Single Family,Detached House,3,2,1018,1.422308,North
10/17/2019,2019,Fairfield,401240,420000,Single Family,Detached House,3,2,1067,1.422308,North
10/18/2019,2019,Bridgeport,94870,160000,Single Family,Detached House,3,1,901,1.422308,South
10/18/2019,2019,Bridgeport,124440,102000,Two Family,Duplex,4,2,1411,1.422308,North
10/19/2019,2019,Waterbury,73230,83660,Single Family,Detached House,3,1,1086,1.422308,South
10/19/2019,2019,Fairfield,450170,840000,Single Family,Detached House,3,3,950,1.422308,East
10/19/2019,2019,Bridgeport,131200,220000,Single Family,Detached House,3,2,968,1.422308,South
10/20/2019,2019,Fairfield,714560,1070000,?,Detached House,3,3,995,1.422308,North
10/21/2019,2019,Waterbury,84020,170000,Single Family,Detached House,3,2,1076,1.422308,West
10/24/2019,2019,Bridgeport,,90500,?,Duplex,4,2,1295,1.422308,North
10/24/2019,2019,Norwalk,330900,570000,Single Family,Detached House,3,2,1011,1.422308,South
10/24/2019,2019,Norwalk,188020,405000,Two Family,Duplex,4,2,1259,1.422308,East
10/24/2019,2019,Fairfield,228480,230000,Single Family,Detached House,3,3,1040,1.422308,North
10/25/2019,2019,Stamford,276060,350000,?,Detached House,3,1,1014,1.422308,West
10/25/2019,2019,Fairfield,432040,747500,Single Family,Detached House,3,3,913,1.422308,North
10/25/2019,2019,Bridgeport,92060,80001,Single Family,Detached House,3,1,990,1.422308,South
10/25/2019,2019,Stamford,,580000,Single Family,Detached House,3,3,928,1.422308,East
10/25/2019,2019,,,70150,Two Family,Duplex,4,4,,1.422308,West
10/26/2019,2019,,,268000,Single Family,Detached House,3,3,981,1.422308,South
10/26/2019,2019,,49800,40000,Single Family,Detached House,3,1,997,1.422308,West
10/27/2019,2019,Waterbury,108766,90000,Two Family,Duplex,4,3,1306,1.422308,West
10/27/2019,2019,Norwalk,,585000,?,Detached House,3,3,1015,1.422308,East
10/27/2019,2019,Stamford,280550,550000,Single Family,Detached House,3,1,929,1.422308,East
10/27/2019,2019,Stamford,314410,470000,Single Family,Detached House,3,1,955,1.422308,East
10/28/2019,2019,Stamford,677420,975500,Single Family,Detached House,3,1,1017,1.422308,East
10/28/2019,2019,Waterbury,86860,55000,Three Family,Triplex,6,6,2083,1.422308,West
10/28/2019,2019,Greenwich,2312380,3775000,Single Family,Detached House,3,3,1000,1.422308,East
10/28/2019,2019,Fairfield,165200,201600,Single Family,Detached House,3,1,925,1.422308,South
10/28/2019,2019,Bridgeport,161830,188020,?,Detached House,3,3,,1.422308,North
10/31/2019,2019,Norwalk,424830,715000,Single Family,Detached House,3,3,1063,1.422308,South
11/1/2019,2019,Stamford,503120,764000,Single Family,Detached House,3,1,926,1.422308,West
11/1/2019,2019,Stamford,240200,412000,Single Family,Detached House,3,1,1075,1.422308,West
11/1/2019,2019,Norwalk,249720,479000,Single Family,Detached House,3,3,973,1.422308,East
11/2/2019,2019,Norwalk,189120,254000,Single Family,Detached House,3,1,,1.422308,West
11/3/2019,2019,Stamford,266830,275000,Single Family,Detached House,3,1,,1.422308,North
11/3/2019,2019,Norwalk,209730,145000,Two Family,Duplex,4,2,1351,1.422308,East
11/4/2019,2019,,388870,585000,Single Family,Detached House,3,2,1065,1.422308,West
11/4/2019,2019,Greenwich,2087960,2700000,?,Detached House,3,3,999,1.422308,North
11/4/2019,2019,Norwalk,226980,348000,Two Family,Duplex,4,4,1228,1.422308,South
11/4/2019,2019,,,400000,Single Family,Detached House,3,3,1042,1.422308,East
11/7/2019,2019,Waterbury,,30000,Three Family,Triplex,6,4,2128,1.422308,South
11/7/2019,2019,Stamford,,1287000,Single Family,Detached House,3,2,908,1.422308,North
11/7/2019,2019,,312790,650000,Single Family,Detached House,3,3,903,1.422308,West
11/9/2019,2019,Bridgeport,108140,190100,Single Family,Detached House,3,2,,1.422308,South
11/9/2019,2019,,240670,360000,Two Family,Duplex,4,3,,1.422308,East
11/9/2019,2019,Fairfield,1039430,1350000,Single Family,Detached House,3,2,1049,1.422308,West
11/9/2019,2019,Stamford,264400,487000,Single Family,Detached House,3,3,1076,1.422308,North
11/9/2019,2019,Waterbury,104220,232500,?,Detached House,3,3,1054,1.422308,West
11/10/2019,2019,Greenwich,840000,1000000,Single Family,Detached House,3,1,,1.422308,North
11/10/2019,2019,Waterbury,35210,71000,Three Family,Triplex,6,6,1974,1.422308,North
11/10/2019,2019,Waterbury,63470,55000,Single Family,Detached House,3,2,1067,1.422308,West
11/10/2019,2019,Bridgeport,90770,83000,Two Family,Duplex,4,4,1425,1.422308,West
11/10/2019,2019,Greenwich,1220450,1550000,Single Family,Detached House,3,3,1053,1.422308,West
11/10/2019,2019,Waterbury,90850,158900,Single Family,Detached House,3,3,1013,1.422308,South
11/10/2019,2019,,,155200,Two Family,Duplex,4,2,1383,1.422308,West
11/14/2019,2019,,381090,480000,Single Family,Detached House,3,1,1029,1.422308,East
11/14/2019,2019,Waterbury,59780,31633,Single Family,Detached House,3,2,959,1.422308,South
11/15/2019,2019,Fairfield,615720,737500,Single Family,Detached House,3,1,1027,1.422308,South
11/15/2019,2019,Norwalk,267280,217875,Single Family,Detached House,3,1,991,1.422308,North
11/15/2019,2019,,130980,162500,?,Duplex,4,3,1216,1.422308,South
11/15/2019,2019,,418820,900000,Single Family,Detached House,3,3,906,1.422308,West
11/15/2019,2019,Stamford,186870,385000,Two Family,Duplex,4,2,1343,1.422308,West
11/15/2019,2019,Stamford,354350,580000,Single Family,Detached House,3,3,953,1.422308,East
11/16/2019,2019,,261120,330000,Single Family,Detached House,3,1,981,1.422308,East
11/16/2019,2019,Stamford,435380,835000,Single Family,Detached House,3,2,933,1.422308,East
11/16/2019,2019,,226950,391000,Single Family,Detached House,3,2,1010,1.422308,West
11/16/2019,2019,Bridgeport,,140000,Single Family,Detached House,3,3,1052,1.422308,West
11/16/2019,2019,Bridgeport,117220,163000,Single Family,Detached House,3,3,1063,1.422308,West
11/17/2019,2019,Fairfield,550340,600000,Single Family,Detached House,3,3,,1.422308,West
11/17/2019,2019,Stamford,396950,605000,Single Family,Detached House,3,2,1025,1.422308,North
11/17/2019,2019,Waterbury,91800,50000,Single Family,Detached House,3,1,1016,1.422308,East
11/18/2019,2019,Bridgeport,118330,150000,Three Family,Triplex,6,6,2068,1.422308,North
11/18/2019,2019,Greenwich,1121890,1140000,Single Family,Detached House,3,1,,1.422308,East
11/18/2019,2019,Fairfield,3237290,4900000,Single Family,Detached House,3,1,955,1.422308,South
11/18/2019,2019,Norwalk,212780,300000,Single Family,Detached House,3,2,1061,1.422308,South
11/18/2019,2019,,,443750,Single Family,Detached House,3,2,1091,1.422308,South
11/21/2019,2019,Waterbury,156320,100000,Single Family,Detached House,3,2,934,1.422308,North
11/21/2019,2019,Fairfield,203770,315000,Single Family,Detached House,3,3,1096,1.422308,South
11/21/2019,2019,Bridgeport,152710,300000,Single Family,Detached House,3,3,905,1.422308,West
11/22/2019,2019,Norwalk,225100,355000,?,Detached House,3,1,937,1.422308,South
11/22/2019,2019,Norwalk,333223,408000,Single Family,Detached House,3,2,931,1.422308,East
11/22/2019,2019,Stamford,415650,655000,Single Family,Detached House,3,1,904,1.422308,East
11/23/2019,2019,,178980,369000,Single Family,Detached House,3,1,1034,1.422308,West
11/28/2019,2019,,93530,108000,Single Family,Detached House,3,2,912,1.422308,West
11/29/2019,2019,,118460,240000,Two Family,Duplex,4,4,1305,1.422308,South
11/29/2019,2019,Fairfield,212590,277000,?,Detached House,3,1,908,1.422308,North
11/29/2019,2019,Waterbury,100250,102299,Two Family,Duplex,4,3,,1.422308,West
11/29/2019,2019,Fairfield,290080,450000,Single Family,Detached House,3,3,985,1.422308,North
11/30/2019,2019,Stamford,600760,955000,Single Family,Detached House,3,1,,1.422308,South
11/30/2019,2019,Waterbury,91830,145000,Single Family,Detached House,3,1,1047,1.422308,South
11/30/2019,2019,Bridgeport,119790,140000,Two Family,Duplex,4,2,1289,1.422308,West
11/30/2019,2019,Waterbury,84690,130000,Single Family,Detached House,3,3,987,1.422308,East
12/1/2019,2019,Greenwich,943040,1900000,Single Family,Detached House,3,2,949,1.422308,East
12/1/2019,2019,Waterbury,99800,196000,?,Duplex,4,4,1409,1.422308,West
12/1/2019,2019,Bridgeport,160060,6608,Four Family,Fourplex,8,8,2635,1.422308,West
12/1/2019,2019,Waterbury,83060,118000,Single Family,Detached House,3,3,999,1.422308,North
12/1/2019,2019,Bridgeport,131470,141200,Single Family,Detached House,3,2,1096,1.422308,East
12/1/2019,2019,Bridgeport,,162000,Single Family,Detached House,3,1,997,1.422308,North
12/1/2019,2019,Waterbury,69330,350000,Single Family,Detached House,3,1,1035,1.422308,South
12/2/2019,2019,Greenwich,1448090,1850000,?,Detached House,3,2,971,1.422308,North
12/2/2019,2019,,91700,117500,Single Family,Detached House,3,2,1079,1.422308,North
12/5/2019,2019,Fairfield,237370,335000,Single Family,Detached House,3,1,990,1.422308,South
12/6/2019,2019,,69500,106500,Single Family,Detached House,3,2,935,1.422308,South
12/6/2019,2019,Waterbury,56140,98000,Three Family,Triplex,6,5,1883,1.422308,South
12/6/2019,2019,Stamford,,347500,?,Detached House,3,3,1079,1.422308,West
12/7/2019,2019,Waterbury,256710,317000,Three Family,Triplex,6,5,1823,1.422308,East
12/8/2019,2019,,870870,1500000,Single Family,Detached House,3,2,958,1.422308,East
12/8/2019,2019,Norwalk,262700,368549,?,Triplex,6,5,1850,1.422308,South
12/9/2019,2019,Waterbury,,110000,Single Family,Detached House,3,3,932,1.422308,East
12/9/2019,2019,,494200,675000,Single Family,Detached House,3,1,1048,1.422308,West
12/12/2019,2019,Norwalk,233920,280000,?,Detached House,3,2,925,1.422308,West
12/12/2019,2019,Greenwich,1081640,1885000,Single Family,Detached House,3,3,996,1.422308,West
12/13/2019,2019,,299950,480000,Single Family,Detached House,3,3,1042,1.422308,North
12/13/2019,2019,Greenwich,1238860,2315000,Single Family,Detached House,3,2,914,1.422308,North
12/13/2019,2019,,24320,9600,Single Family,Detached House,3,2,1045,1.422308,East
12/13/2019,2019,Norwalk,351950,382850,Single Family,Detached House,3,2,995,1.422308,East
12/14/2019,2019,Greenwich,3285940,3000000,Single Family,Detached House,3,1,935,1.422308,North
12/14/2019,2019,Fairfield,214130,195000,Single Family,Detached House,3,3,985,1.422308,South
12/14/2019,2019,Greenwich,706650,1375000,?,Detached House,3,3,1082,1.422308,East
12/14/2019,2019,,82460,128000,?,Detached House,3,1,980,1.422308,South
12/14/2019,2019,Bridgeport,126250,210000,Single Family,Detached House,3,2,,1.422308,East
12/15/2019,2019,Fairfield,725130,1065000,Single Family,Detached House,3,2,1015,1.422308,East
12/15/2019,2019,Fairfield,,386000,Single Family,Detached House,3,3,1074,1.422308,South
12/15/2019,2019,Stamford,,740000,Single Family,Detached House,3,1,1012,1.422308,South
12/15/2019,2019,Stamford,243290,700000,?,Fourplex,8,7,2635,1.422308,East
12/16/2019,2019,Fairfield,867510,1580000,Single Family,Detached House,3,1,928,1.422308,West
12/16/2019,2019,Stamford,422620,250000,Single Family,Detached House,3,3,,1.422308,East
12/16/2019,2019,Norwalk,1327030,1725000,Single Family,Detached House,3,3,903,1.422308,West
12/16/2019,2019,Norwalk,1767940,2200000,Single Family,Detached House,3,3,,1.422308,East
12/16/2019,2019,Norwalk,792810,940000,Single Family,Detached House,3,2,920,1.422308,East
12/16/2019,2019,Waterbury,119330,120000,Single Family,Detached House,3,2,1093,1.422308,West
12/16/2019,2019,Stamford,433160,570000,Single Family,Detached House,3,2,1015,1.422308,East
12/19/2019,2019,Waterbury,65090,30000,?,Detached House,3,3,1003,1.422308,South
12/20/2019,2019,,947310,1995000,Single Family,Detached House,3,2,910,1.422308,West
12/20/2019,2019,Bridgeport,126190,195000,Single Family,Detached House,3,1,994,1.422308,West
12/20/2019,2019,Greenwich,338730,525000,Single Family,Detached House,3,2,992,1.422308,West
12/20/2019,2019,Bridgeport,129870,254500,Two Family,Duplex,4,4,1211,1.422308,West
12/20/2019,2019,,1876560,2450000,?,Detached House,3,2,,1.422308,South
12/20/2019,2019,Waterbury,121990,183450,Single Family,Detached House,3,3,979,1.422308,North
12/21/2019,2019,,172740,35000,Four Family,Fourplex,8,6,2513,1.422308,North
12/21/2019,2019,Stamford,271570,250000,Two Family,Duplex,4,2,1458,1.422308,East
12/21/2019,2019,Greenwich,1642340,2295000,Single Family,Detached House,3,3,,1.422308,North
12/22/2019,2019,Fairfield,845250,1340000,?,Detached House,3,1,1000,1.422308,South
12/23/2019,2019,Fairfield,791350,1360000,Single Family,Detached House,3,2,953,1.422308,West
12/23/2019,2019,Fairfield,,4200000,Single Family,Detached House,3,2,1041,1.422308,East
12/27/2019,2019,Norwalk,213130,307000,Single Family,Detached House,3,1,1061,1.422308,North
12/27/2019,2019,Stamford,350560,607500,?,Detached House,3,3,1098,1.422308,North
12/27/2019,2019,Waterbury,95660,127900,Single Family,Detached House,3,1,1065,1.422308,East
12/27/2019,2019,Waterbury,70610,93500,Single Family,Detached House,3,2,985,1.422308,East
12/28/2019,2019,Bridgeport,112820,165000,?,Detached House,3,1,,1.422308,East
